ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,Wsets,Lsets,WPts,LPts,Comment,PSW,PSL,B365W,B365L
1,Brisbane,Brisbane International,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Nieminen J.,52.0,88.0,2.0,1.0,850.0,568.0,Completed,1.526,2.74,1.44,2.62
1,Brisbane,Brisbane International,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Odesnik W.,Clement A.,105.0,63.0,2.0,0.0,521.0,667.0,Completed,2.14,1.813,2.25,1.57
1,Brisbane,Brisbane International,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Gicquel M.,Petzschner P.,58.0,80.0,2.0,0.0,744.0,587.0,Completed,1.676,2.36,1.61,2.2
1,Brisbane,Brisbane International,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Falla A.,Chardy J.,81.0,32.0,2.0,0.0,587.0,1102.0,Completed,2.58,1.581,2.62,1.44
1,Brisbane,Brisbane International,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Levy H.,Llodra M.,119.0,67.0,2.0,0.0,461.0,649.0,Completed,2.17,1.787,3.0,1.36
1,Brisbane,Brisbane International,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Bellucci T.,Chela J.I.,36.0,73.0,2.0,1.0,1021.0,611.0,Completed,1.758,2.22,1.61,2.2
1,Brisbane,Brisbane International,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Stepanek R.,Millman J.,12.0,306.0,2.0,0.0,2625.0,137.0,Completed,1.087,9.95,1.04,10.0
1,Brisbane,Brisbane International,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Roddick A.,Luczak P.,7.0,77.0,2.0,0.0,4410.0,598.0,Completed,1.121,7.83,1.08,7.0
1,Brisbane,Brisbane International,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,Tomic B.,131.0,286.0,2.0,0.0,413.0,150.0,Completed,1.758,2.22,1.72,2.0
1,Brisbane,Brisbane International,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Lindahl N.,20.0,251.0,2.0,0.0,1655.0,179.0,Completed,1.163,6.26,1.12,5.5
1,Brisbane,Brisbane International,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Fish M.,42.0,55.0,2.0,0.0,945.0,790.0,Completed,1.377,3.41,1.36,3.0
1,Brisbane,Brisbane International,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Ball C.,Zverev M.,134.0,78.0,2.0,0.0,400.0,590.0,Completed,1.917,2.01,2.1,1.66
1,Brisbane,Brisbane International,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Blake J.,Querrey S.,44.0,25.0,2.0,1.0,935.0,1320.0,Completed,1.769,2.2,1.72,2.0
1,Brisbane,Brisbane International,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,Melzer J.,285.0,28.0,2.0,0.0,151.0,1260.0,Completed,5.57,1.19,5.0,1.14
1,Brisbane,Brisbane International,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Serra F.,Reister J.,65.0,173.0,2.0,1.0,665.0,284.0,Completed,1.483,2.9,1.44,2.62
1,Brisbane,Brisbane International,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Dent T.,13.0,76.0,2.0,1.0,2610.0,602.0,Completed,1.294,4.05,1.22,4.0
1,Brisbane,Brisbane International,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Blake J.,Gicquel M.,44.0,58.0,2.0,1.0,935.0,744.0,Completed,1.424,3.15,1.36,3.0
1,Brisbane,Brisbane International,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Stepanek R.,Dolgopolov O.,12.0,131.0,2.0,1.0,2625.0,413.0,Completed,1.159,6.39,1.12,5.5
1,Brisbane,Brisbane International,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Odesnik W.,Falla A.,105.0,81.0,2.0,1.0,521.0,587.0,Completed,2.4,1.658,2.25,1.57
1,Brisbane,Brisbane International,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Roddick A.,Ball C.,7.0,134.0,2.0,0.0,4410.0,400.0,Completed,1.125,7.65,1.06,8.0
1,Brisbane,Brisbane International,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Gasquet R.,Ebden M.,52.0,285.0,2.0,0.0,850.0,151.0,Completed,1.258,4.45,1.2,4.33
1,Brisbane,Brisbane International,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Bellucci T.,Levy H.,36.0,119.0,2.0,1.0,1021.0,461.0,Completed,1.5,2.83,1.4,2.75
1,Brisbane,Brisbane International,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Monfils G.,Serra F.,13.0,65.0,2.0,1.0,2610.0,665.0,Completed,1.211,5.17,1.16,4.5
1,Brisbane,Brisbane International,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Baghdatis M.,20.0,42.0,2.0,0.0,1655.0,945.0,Completed,1.935,1.99,1.8,1.9
1,Brisbane,Brisbane International,2010-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Stepanek R.,Odesnik W.,12.0,105.0,2.0,0.0,2625.0,521.0,Completed,1.222,4.96,1.2,4.33
1,Brisbane,Brisbane International,2010-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Monfils G.,Blake J.,13.0,44.0,2.0,1.0,2610.0,935.0,Completed,1.667,2.38,1.57,2.25
1,Brisbane,Brisbane International,2010-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Bellucci T.,20.0,36.0,2.0,1.0,1655.0,1021.0,Completed,1.322,3.8,1.22,4.0
1,Brisbane,Brisbane International,2010-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Roddick A.,Gasquet R.,7.0,52.0,2.0,0.0,4410.0,850.0,Completed,1.293,4.06,1.25,3.75
1,Brisbane,Brisbane International,2010-01-09,ATP250,Outdoor,Hard,Semifinals,3,Stepanek R.,Monfils G.,12.0,13.0,2.0,0.0,2625.0,2610.0,Completed,2.35,1.685,2.2,1.61
1,Brisbane,Brisbane International,2010-01-09,ATP250,Outdoor,Hard,Semifinals,3,Roddick A.,Berdych T.,7.0,20.0,2.0,1.0,4410.0,1655.0,Completed,1.357,3.54,1.3,3.4
1,Brisbane,Brisbane International,2010-01-10,ATP250,Outdoor,Hard,The Final,3,Roddick A.,Stepanek R.,7.0,12.0,2.0,0.0,4410.0,2625.0,Completed,1.439,3.08,1.4,2.87
2,Chennai,Chennai Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Kunitsyn I.,14.0,104.0,2.0,0.0,2430.0,525.0,Completed,1.151,6.63,1.12,5.5
2,Chennai,Chennai Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Hajek J.,Greul S.,103.0,59.0,2.0,1.0,526.0,739.0,Completed,2.75,1.524,2.62,1.44
2,Chennai,Chennai Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Giraldo S.,Phau B.,107.0,111.0,2.0,1.0,516.0,496.0,Completed,2.14,1.813,2.0,1.72
2,Chennai,Chennai Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Tipsarevic J.,Moya C.,38.0,446.0,2.0,0.0,1015.0,75.0,Completed,1.433,3.11,1.4,2.75
2,Chennai,Chennai Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,De Bakker T.,Ram R.,96.0,79.0,2.0,0.0,541.0,590.0,Completed,2.11,1.833,1.9,1.8
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Granollers M.,Ward J.,91.0,272.0,2.0,1.0,553.0,162.0,Completed,1.465,2.97,1.36,3.0
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Russell M.,Amritraj P.,83.0,212.0,2.0,0.0,579.0,222.0,Completed,1.562,2.64,1.5,2.5
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Ginepri R.,Soderling R.,100.0,8.0,2.0,0.0,529.0,3410.0,Completed,7.9,1.12,7.0,1.08
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,Lu Y.H.,82.0,98.0,2.0,0.0,580.0,537.0,Completed,1.926,2.0,1.9,1.8
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Yang T.H.,447.0,341.0,2.0,0.0,75.0,119.0,Completed,1.385,3.36,1.33,3.25
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Devvarman S.,Schuettler R.,126.0,85.0,2.0,0.0,441.0,575.0,Completed,1.725,2.27,1.61,2.2
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Berrer M.,Ventura S.,74.0,109.0,2.0,0.0,608.0,506.0,Completed,1.316,3.85,1.28,3.5
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Istomin D.,43.0,102.0,2.0,0.0,936.0,527.0,Completed,2.03,1.901,1.8,1.9
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Robert S.,Sorensen L.,108.0,293.0,2.0,0.0,508.0,144.0,Completed,1.585,2.57,1.5,2.5
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Kim K.,Brands D.,117.0,92.0,2.0,0.0,482.0,550.0,Completed,2.11,1.833,2.1,1.66
2,Chennai,Chennai Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Wawrinka S.,Bopanna R.,21.0,391.0,2.0,0.0,1635.0,95.0,Completed,1.165,6.19,1.12,5.5
2,Chennai,Chennai Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,De Bakker T.,Haase R.,96.0,447.0,2.0,0.0,541.0,75.0,Completed,2.2,1.769,2.2,1.61
2,Chennai,Chennai Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Giraldo S.,Hajek J.,107.0,103.0,2.0,0.0,516.0,526.0,Completed,1.662,2.39,1.57,2.25
2,Chennai,Chennai Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Granollers M.,14.0,91.0,2.0,1.0,2430.0,553.0,Completed,1.111,8.36,1.1,6.5
2,Chennai,Chennai Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Devvarman S.,38.0,126.0,2.0,0.0,1015.0,441.0,Completed,1.4,3.28,1.36,3.0
2,Chennai,Chennai Open,2010-01-07,ATP250,Outdoor,Hard,2nd Round,3,Sela D.,Kim K.,43.0,117.0,2.0,0.0,936.0,482.0,Completed,1.625,2.47,1.5,2.5
2,Chennai,Chennai Open,2010-01-07,ATP250,Outdoor,Hard,2nd Round,3,Lacko L.,Ginepri R.,82.0,100.0,2.0,0.0,580.0,529.0,Completed,2.56,1.588,2.62,1.44
2,Chennai,Chennai Open,2010-01-07,ATP250,Outdoor,Hard,2nd Round,3,Berrer M.,Robert S.,74.0,108.0,2.0,0.0,608.0,508.0,Completed,1.488,2.88,1.4,2.75
2,Chennai,Chennai Open,2010-01-07,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Russell M.,21.0,83.0,2.0,0.0,1635.0,579.0,Completed,1.285,4.14,1.2,4.33
2,Chennai,Chennai Open,2010-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Berrer M.,21.0,74.0,2.0,0.0,1635.0,608.0,Completed,1.274,4.26,1.22,4.0
2,Chennai,Chennai Open,2010-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Tipsarevic J.,De Bakker T.,38.0,96.0,2.0,0.0,1015.0,541.0,Completed,1.308,3.92,1.28,3.5
2,Chennai,Chennai Open,2010-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Sela D.,Lacko L.,43.0,82.0,2.0,0.0,936.0,580.0,Completed,1.826,2.12,1.66,2.1
2,Chennai,Chennai Open,2010-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Cilic M.,Giraldo S.,14.0,107.0,2.0,0.0,2430.0,516.0,Completed,1.12,7.89,1.07,7.5
2,Chennai,Chennai Open,2010-01-09,ATP250,Outdoor,Hard,Semifinals,3,Cilic M.,Tipsarevic J.,14.0,38.0,2.0,0.0,2430.0,1015.0,Completed,1.469,2.95,1.36,3.0
2,Chennai,Chennai Open,2010-01-09,ATP250,Outdoor,Hard,Semifinals,3,Wawrinka S.,Sela D.,21.0,43.0,2.0,1.0,1635.0,936.0,Completed,1.312,3.89,1.28,3.5
2,Chennai,Chennai Open,2010-01-10,ATP250,Outdoor,Hard,The Final,3,Cilic M.,Wawrinka S.,14.0,21.0,2.0,0.0,2430.0,1635.0,Completed,1.578,2.59,1.44,2.75
3,Doha,Qatar Exxon Mobil Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Gimeno-Traver D.,29.0,72.0,2.0,0.0,1175.0,613.0,Completed,1.211,5.17,1.16,4.5
3,Doha,Qatar Exxon Mobil Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Stakhovsky S.,Youzhny M.,60.0,19.0,2.0,0.0,733.0,1690.0,Completed,3.84,1.317,3.75,1.25
3,Doha,Qatar Exxon Mobil Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Korolev E.,Vassallo-Arguello M.,53.0,99.0,2.0,0.0,848.0,535.0,Completed,1.26,4.42,1.25,3.75
3,Doha,Qatar Exxon Mobil Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Rochus O.,Hajji A.,57.0,65.0,2.0,0.0,757.0,729.0,Completed,1.043,15.75,1.02,12.0
3,Doha,Qatar Exxon Mobil Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Chiudinelli M.,Lorenzi P.,56.0,84.0,2.0,0.0,767.0,577.0,Completed,1.333,3.71,1.33,3.25
3,Doha,Qatar Exxon Mobil Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Fognini F.,37.0,54.0,2.0,0.0,1015.0,790.0,Completed,1.376,3.41,1.36,3.0
3,Doha,Qatar Exxon Mobil Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Starace P.,Gil F.,62.0,69.0,2.0,0.0,682.0,642.0,Completed,2.55,1.595,2.25,1.57
3,Doha,Qatar Exxon Mobil Open,2010-01-04,ATP250,Outdoor,Hard,1st Round,3,Gulbis E.,Montanes A.,90.0,31.0,2.0,0.0,555.0,1140.0,Completed,1.426,3.14,1.4,2.75
3,Doha,Qatar Exxon Mobil Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,El Aynaoui Y.,De Heart R.,40.0,241.0,2.0,0.0,1025.0,187.0,Completed,2.55,1.595,2.62,1.44
3,Doha,Qatar Exxon Mobil Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Darcis S.,Garcia-Lopez G.,122.0,41.0,2.0,0.0,451.0,954.0,Completed,2.46,1.629,2.37,1.53
3,Doha,Qatar Exxon Mobil Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Hernandez O.,49.0,70.0,2.0,0.0,900.0,633.0,Completed,1.256,4.47,1.2,4.33
3,Doha,Qatar Exxon Mobil Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Becker B.,Koellerer D.,40.0,71.0,0.0,0.0,986.0,617.0,Retired,1.581,2.58,1.53,2.37
3,Doha,Qatar Exxon Mobil Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Kubot L.,Maamoun K.,101.0,291.0,2.0,0.0,528.0,145.0,Completed,1.214,5.11,1.14,5.0
3,Doha,Qatar Exxon Mobil Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Nadal R.,Bolelli S.,2.0,93.0,2.0,0.0,9205.0,549.0,Completed,1.05,14.8,1.02,12.0
3,Doha,Qatar Exxon Mobil Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Federer R.,Rochus C.,1.0,86.0,2.0,0.0,10550.0,575.0,Completed,1.025,21.0,1.0,21.0
3,Doha,Qatar Exxon Mobil Open,2010-01-05,ATP250,Outdoor,Hard,1st Round,3,Davydenko N.,Kukushkin M.,6.0,132.0,2.0,0.0,4930.0,409.0,Completed,1.097,9.25,1.05,9.0
3,Doha,Qatar Exxon Mobil Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Darcis S.,El Aynaoui Y.,122.0,65.0,2.0,0.0,451.0,729.0,Completed,1.513,2.79,1.44,2.62
3,Doha,Qatar Exxon Mobil Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Kubot L.,Stakhovsky S.,101.0,60.0,2.0,0.0,528.0,733.0,Completed,2.11,1.833,2.0,1.72
3,Doha,Qatar Exxon Mobil Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Federer R.,Korolev E.,1.0,53.0,2.0,0.0,10550.0,848.0,Completed,1.025,21.0,1.01,15.0
3,Doha,Qatar Exxon Mobil Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Troicki V.,Rochus O.,29.0,57.0,2.0,0.0,1175.0,757.0,Completed,1.552,2.66,1.5,2.5
3,Doha,Qatar Exxon Mobil Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Davydenko N.,Chiudinelli M.,6.0,56.0,2.0,0.0,4930.0,767.0,Completed,1.125,7.65,1.08,7.0
3,Doha,Qatar Exxon Mobil Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Nadal R.,Starace P.,2.0,62.0,2.0,0.0,9205.0,682.0,Completed,1.038,17.0,1.01,15.0
3,Doha,Qatar Exxon Mobil Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Becker B.,37.0,40.0,2.0,1.0,1015.0,986.0,Completed,1.578,2.59,1.44,2.62
3,Doha,Qatar Exxon Mobil Open,2010-01-06,ATP250,Outdoor,Hard,2nd Round,3,Gulbis E.,Seppi A.,90.0,49.0,2.0,0.0,555.0,900.0,Completed,1.602,2.53,1.57,2.25
3,Doha,Qatar Exxon Mobil Open,2010-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Troicki V.,Kubot L.,29.0,101.0,2.0,1.0,1175.0,528.0,Completed,1.465,2.97,1.4,2.75
3,Doha,Qatar Exxon Mobil Open,2010-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Nadal R.,Darcis S.,2.0,122.0,1.0,0.0,9205.0,451.0,Retired,1.027,21.5,1.01,15.0
3,Doha,Qatar Exxon Mobil Open,2010-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Federer R.,Gulbis E.,1.0,90.0,2.0,1.0,10550.0,555.0,Completed,1.065,12.0,1.06,8.0
3,Doha,Qatar Exxon Mobil Open,2010-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Davydenko N.,Karlovic I.,6.0,37.0,2.0,0.0,4930.0,1015.0,Completed,1.272,4.29,1.2,4.33
3,Doha,Qatar Exxon Mobil Open,2010-01-08,ATP250,Outdoor,Hard,Semifinals,3,Nadal R.,Troicki V.,2.0,29.0,2.0,0.0,9205.0,1175.0,Completed,1.05,14.8,1.02,12.0
3,Doha,Qatar Exxon Mobil Open,2010-01-08,ATP250,Outdoor,Hard,Semifinals,3,Davydenko N.,Federer R.,6.0,1.0,2.0,0.0,4930.0,10550.0,Completed,3.04,1.448,2.75,1.4
3,Doha,Qatar Exxon Mobil Open,2010-01-09,ATP250,Outdoor,Hard,The Final,3,Davydenko N.,Nadal R.,6.0,2.0,2.0,1.0,4930.0,9205.0,Completed,2.25,1.741,2.2,1.66
4,Auckland,Heineken Open,2010-01-10,ATP250,Outdoor,Hard,1st Round,3,Statham J.,King-Turner D.,332.0,263.0,2.0,0.0,126.0,170.0,Completed,2.29,1.714,2.2,1.61
4,Auckland,Heineken Open,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Bellucci T.,Chiudinelli M.,34.0,56.0,2.0,0.0,1066.0,775.0,Completed,1.549,2.67,1.5,2.5
4,Auckland,Heineken Open,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Melzer J.,Fognini F.,28.0,54.0,2.0,1.0,1260.0,790.0,Completed,1.364,3.49,1.36,3.0
4,Auckland,Heineken Open,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Monaco J.,Zeballos H.,30.0,48.0,2.0,0.0,1170.0,904.0,Completed,1.599,2.54,1.53,2.37
4,Auckland,Heineken Open,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Montanes A.,Lemke J.,31.0,456.0,2.0,0.0,1140.0,73.0,Completed,1.308,3.92,1.25,3.75
4,Auckland,Heineken Open,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Lammer M.,Evans D.,209.0,266.0,2.0,1.0,223.0,167.0,Completed,1.725,2.27,1.57,2.25
4,Auckland,Heineken Open,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Isner J.,Garcia-Lopez G.,33.0,43.0,2.0,1.0,1067.0,954.0,Completed,1.588,2.56,1.5,2.5
4,Auckland,Heineken Open,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Greul S.,Lorenzi P.,60.0,86.0,2.0,0.0,737.0,577.0,Completed,1.667,2.38,1.57,2.25
4,Auckland,Heineken Open,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Grosjean S.,Mayer F.,675.0,59.0,2.0,1.0,26.0,746.0,Completed,2.82,1.505,2.75,1.4
4,Auckland,Heineken Open,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Gicquel M.,Rochus O.,58.0,57.0,2.0,0.0,750.0,769.0,Completed,1.8,2.15,1.72,2.0
4,Auckland,Heineken Open,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Cervantes I.,27.0,235.0,2.0,0.0,1260.0,189.0,Completed,1.133,7.29,1.1,6.5
4,Auckland,Heineken Open,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Clement A.,Chardy J.,67.0,32.0,2.0,0.0,647.0,1102.0,Completed,2.54,1.599,2.5,1.5
4,Auckland,Heineken Open,2010-01-12,ATP250,Outdoor,Hard,2nd Round,3,Lammer M.,Ferrero J.C.,209.0,23.0,0.0,0.0,223.0,1555.0,Retired,4.56,1.249,4.33,1.2
4,Auckland,Heineken Open,2010-01-12,ATP250,Outdoor,Hard,2nd Round,3,Montanes A.,Statham J.,31.0,332.0,2.0,0.0,1140.0,126.0,Completed,1.245,4.62,1.2,4.33
4,Auckland,Heineken Open,2010-01-12,ATP250,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Bellucci T.,27.0,34.0,2.0,0.0,1260.0,1066.0,Completed,2.07,1.862,2.0,1.72
4,Auckland,Heineken Open,2010-01-13,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Monaco J.,33.0,30.0,2.0,1.0,1067.0,1170.0,Completed,2.04,1.885,2.0,1.72
4,Auckland,Heineken Open,2010-01-13,ATP250,Outdoor,Hard,2nd Round,3,Robredo T.,Greul S.,16.0,60.0,2.0,0.0,2175.0,737.0,Completed,1.215,5.09,1.16,4.5
4,Auckland,Heineken Open,2010-01-13,ATP250,Outdoor,Hard,2nd Round,3,Gicquel M.,Almagro N.,58.0,26.0,2.0,0.0,750.0,1305.0,Completed,1.926,2.0,1.83,1.83
4,Auckland,Heineken Open,2010-01-13,ATP250,Outdoor,Hard,2nd Round,3,Melzer J.,Grosjean S.,28.0,675.0,2.0,1.0,1260.0,26.0,Completed,1.476,2.92,1.36,3.0
4,Auckland,Heineken Open,2010-01-13,ATP250,Outdoor,Hard,2nd Round,3,Clement A.,Ferrer D.,67.0,17.0,2.0,0.0,647.0,1870.0,Completed,4.51,1.253,4.0,1.22
4,Auckland,Heineken Open,2010-01-13,ATP250,Outdoor,Hard,Quarterfinals,3,Montanes A.,Lammer M.,31.0,209.0,2.0,0.0,1140.0,223.0,Completed,1.353,3.56,1.33,3.25
4,Auckland,Heineken Open,2010-01-14,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Robredo T.,33.0,16.0,2.0,1.0,1067.0,2175.0,Completed,2.39,1.662,2.25,1.57
4,Auckland,Heineken Open,2010-01-14,ATP250,Outdoor,Hard,Quarterfinals,3,Clement A.,Melzer J.,67.0,28.0,2.0,0.0,647.0,1260.0,Completed,2.44,1.641,2.2,1.61
4,Auckland,Heineken Open,2010-01-14,ATP250,Outdoor,Hard,Quarterfinals,3,Kohlschreiber P.,Gicquel M.,27.0,58.0,2.0,0.0,1260.0,750.0,Completed,1.725,2.27,1.57,2.25
4,Auckland,Heineken Open,2010-01-14,ATP250,Outdoor,Hard,Semifinals,3,Isner J.,Montanes A.,33.0,31.0,2.0,0.0,1067.0,1140.0,Completed,1.366,3.48,1.33,3.25
4,Auckland,Heineken Open,2010-01-15,ATP250,Outdoor,Hard,Semifinals,3,Clement A.,Kohlschreiber P.,67.0,27.0,2.0,0.0,647.0,1260.0,Completed,3.35,1.388,3.0,1.36
4,Auckland,Heineken Open,2010-01-16,ATP250,Outdoor,Hard,The Final,3,Isner J.,Clement A.,33.0,67.0,2.0,1.0,1067.0,647.0,Completed,1.704,2.31,1.61,2.25
5,Sydney,Medibank International,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Lopez F.,53.0,46.0,2.0,0.0,805.0,905.0,Completed,1.377,3.41,1.36,3.0
5,Sydney,Medibank International,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Matosevic M.,49.0,184.0,2.0,0.0,900.0,258.0,Completed,1.357,3.54,1.28,3.5
5,Sydney,Medibank International,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Llodra M.,50.0,70.0,2.0,0.0,899.0,639.0,Completed,1.581,2.58,1.61,2.2
5,Sydney,Medibank International,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Lindahl N.,42.0,233.0,2.0,0.0,965.0,191.0,Completed,1.227,4.88,1.16,4.5
5,Sydney,Medibank International,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Starace P.,Gil F.,62.0,69.0,2.0,0.0,682.0,642.0,Completed,2.23,1.752,2.0,1.72
5,Sydney,Medibank International,2010-01-11,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Andreev I.,76.0,36.0,2.0,1.0,607.0,1030.0,Completed,1.735,2.26,1.66,2.1
5,Sydney,Medibank International,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Korolev E.,Querrey S.,52.0,25.0,2.0,1.0,854.0,1320.0,Completed,2.56,1.592,2.62,1.44
5,Sydney,Medibank International,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Serra F.,29.0,64.0,2.0,0.0,1220.0,665.0,Completed,1.571,2.61,1.44,2.62
5,Sydney,Medibank International,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Becker B.,Chela J.I.,39.0,75.0,2.0,0.0,1009.0,611.0,Completed,2.12,1.826,2.0,1.72
5,Sydney,Medibank International,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Benneteau J.,Sela D.,45.0,40.0,2.0,0.0,924.0,1006.0,Completed,1.8,2.15,1.66,2.1
5,Sydney,Medibank International,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Fish M.,Ball C.,55.0,131.0,2.0,0.0,790.0,420.0,Completed,1.885,2.04,1.66,2.1
5,Sydney,Medibank International,2010-01-12,ATP250,Outdoor,Hard,1st Round,3,Luczak P.,Acasuso J.,78.0,51.0,2.0,0.0,598.0,870.0,Completed,2.04,1.893,1.9,1.8
