ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,Wsets,Lsets,WPts,LPts,Comment,PSW,PSL,B365W,B365L
5,Sydney,Apia International,2015-01-14,ATP250,Outdoor,Hard,2nd Round,3,Bolelli S.,Goffin D.,52.0,22.0,2.0,0.0,810.0,1599.0,Completed,3.44,1.36,3.5,1.28
5,Sydney,Apia International,2015-01-14,ATP250,Outdoor,Hard,2nd Round,3,Kukushkin M.,Cuevas P.,69.0,29.0,2.0,0.0,705.0,1222.0,Completed,1.6,2.53,1.53,2.37
5,Sydney,Apia International,2015-01-14,ATP250,Outdoor,Hard,2nd Round,3,Benneteau J.,Pospisil V.,25.0,56.0,2.0,0.0,1365.0,785.0,Completed,2.57,1.57,2.5,1.5
5,Sydney,Apia International,2015-01-14,ATP250,Outdoor,Hard,2nd Round,3,Mayer L.,Janowicz J.,28.0,43.0,2.0,1.0,1299.0,915.0,Completed,1.78,2.16,1.66,2.1
5,Sydney,Apia International,2015-01-14,ATP250,Outdoor,Hard,2nd Round,3,Troicki V.,Andujar P.,94.0,41.0,2.0,1.0,558.0,950.0,Completed,1.46,2.95,1.4,2.75
5,Sydney,Apia International,2015-01-14,ATP250,Outdoor,Hard,2nd Round,3,Muller G.,Chardy J.,46.0,31.0,2.0,1.0,855.0,1195.0,Completed,2.89,1.47,2.75,1.4
5,Sydney,Apia International,2015-01-14,ATP250,Outdoor,Hard,2nd Round,3,Tomic B.,Kohlschreiber P.,53.0,24.0,2.0,0.0,797.0,1415.0,Completed,1.56,2.61,1.53,2.37
5,Sydney,Apia International,2015-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Kukushkin M.,Del Potro J.M.,69.0,135.0,2.0,0.0,705.0,385.0,Completed,2.64,1.56,2.62,1.44
5,Sydney,Apia International,2015-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Mayer L.,Benneteau J.,28.0,25.0,2.0,0.0,1299.0,1365.0,Completed,2.2,1.77,2.0,1.72
5,Sydney,Apia International,2015-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Troicki V.,Bolelli S.,94.0,52.0,2.0,1.0,558.0,810.0,Completed,1.94,1.98,1.8,1.9
5,Sydney,Apia International,2015-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Muller G.,Tomic B.,46.0,53.0,2.0,0.0,855.0,797.0,Completed,3.57,1.35,3.4,1.3
5,Sydney,Apia International,2015-01-16,ATP250,Outdoor,Hard,Semifinals,3,Kukushkin M.,Mayer L.,69.0,28.0,2.0,0.0,705.0,1299.0,Completed,2.02,1.91,2.0,1.8
5,Sydney,Apia International,2015-01-16,ATP250,Outdoor,Hard,Semifinals,3,Troicki V.,Muller G.,94.0,46.0,2.0,0.0,558.0,855.0,Completed,1.81,2.14,1.8,2.0
5,Sydney,Apia International,2015-01-17,ATP250,Outdoor,Hard,The Final,3,Troicki V.,Kukushkin M.,94.0,69.0,2.0,0.0,558.0,705.0,Completed,2.04,1.88,1.9,1.9
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Sijsling I.,85.0,84.0,3.0,2.0,615.0,619.0,Completed,1.61,2.47,1.4,2.75
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Brown D.,11.0,90.0,3.0,0.0,3645.0,584.0,Completed,1.1,8.6,1.08,8.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Schwartzman D.,15.0,59.0,3.0,1.0,2125.0,789.0,Completed,1.13,7.64,1.1,7.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Coric B.,31.0,91.0,3.0,1.0,1195.0,577.0,Completed,1.48,2.86,1.36,3.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Gonzalez M.,99.0,98.0,3.0,2.0,553.0,554.0,Completed,1.35,3.5,1.33,3.25
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Matosevic M.,Kudryavtsev A.,81.0,127.0,3.0,2.0,628.0,439.0,Completed,1.33,3.69,1.36,3.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Istomin D.,46.0,50.0,3.0,2.0,915.0,850.0,Completed,1.75,2.2,1.53,2.37
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Thompson J.,55.0,274.0,3.0,0.0,822.0,182.0,Completed,1.65,2.38,1.57,2.25
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Klizan M.,Ito T.,34.0,89.0,3.0,0.0,1133.0,588.0,Completed,1.38,3.39,1.33,3.25
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Berlocq C.,28.0,70.0,3.0,0.0,1350.0,700.0,Completed,1.08,10.15,1.08,8.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Bhambri Y.,6.0,317.0,3.0,0.0,4675.0,151.0,Completed,1.02,22.73,1.01,23.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Russell M.,22.0,156.0,3.0,1.0,1669.0,325.0,Completed,1.11,8.04,1.12,6.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Kavcic B.,120.0,102.0,3.0,2.0,468.0,545.0,Completed,2.4,1.65,2.37,1.53
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Gabashvili T.,78.0,67.0,3.0,2.0,658.0,730.0,Completed,1.56,2.59,1.5,2.5
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Falla A.,7.0,101.0,3.0,0.0,4660.0,547.0,Completed,1.03,20.0,1.02,17.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Youzhny M.,3.0,49.0,3.0,0.0,6585.0,850.0,Completed,1.16,6.27,1.14,5.5
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Kamke T.,66.0,95.0,3.0,1.0,737.0,560.0,Completed,1.14,6.9,1.1,7.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Smyczek T.,Saville L.,112.0,164.0,3.0,0.0,502.0,313.0,Completed,1.3,3.89,1.3,3.4
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Rosol L.,De Schepper K.,30.0,94.0,3.0,2.0,1210.0,565.0,Completed,1.68,2.34,1.57,2.25
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Mayer L.,Millman J.,26.0,151.0,3.0,0.0,1389.0,348.0,Completed,1.68,2.33,1.57,2.25
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Mathieu P.H.,24.0,93.0,3.0,0.0,1415.0,570.0,Completed,1.25,4.46,1.18,4.5
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Struff J.L.,106.0,57.0,3.0,2.0,520.0,801.0,Completed,2.64,1.55,2.75,1.4
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Roger-Vasselin E.,Robredo T.,119.0,17.0,0.0,0.0,470.0,2015.0,Retired,4.11,1.28,3.75,1.25
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Estrella Burgos V.,108.0,77.0,3.0,0.0,514.0,659.0,Completed,1.42,3.14,1.4,2.75
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Groth S.,Krajinovic F.,82.0,97.0,3.0,0.0,625.0,558.0,Completed,1.42,3.14,1.3,3.4
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Bolelli S.,Monaco J.,48.0,63.0,3.0,1.0,864.0,770.0,Completed,1.69,2.3,1.57,2.25
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Vesely J.,54.0,39.0,3.0,1.0,826.0,985.0,Completed,1.79,2.14,1.66,2.1
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Gulbis E.,147.0,13.0,3.0,2.0,361.0,2455.0,Completed,2.4,1.65,2.37,1.53
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Lu Y.H.,2.0,47.0,3.0,0.0,9875.0,888.0,Completed,1.03,20.0,1.02,17.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Jaziri M.,Kukushkin M.,75.0,51.0,3.0,1.0,676.0,847.0,Completed,2.88,1.48,2.75,1.4
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Bemelmans R.,27.0,173.0,3.0,0.0,1365.0,293.0,Completed,1.28,4.14,1.22,4.0
6,Melbourne,Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Delbonis F.,53.0,62.0,3.0,2.0,830.0,775.0,Completed,1.2,5.24,1.16,5.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez A.,Fognini F.,107.0,18.0,3.0,1.0,519.0,1790.0,Completed,3.25,1.4,3.0,1.36
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Kudla D.,14.0,123.0,3.0,2.0,2130.0,452.0,Completed,1.3,3.89,1.22,4.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Rola B.,36.0,80.0,3.0,0.0,1043.0,632.0,Completed,1.27,4.22,1.22,4.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Almagro N.,5.0,69.0,3.0,0.0,5025.0,700.0,Completed,1.09,9.42,1.07,9.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Edmund K.,38.0,192.0,3.0,0.0,993.0,260.0,Completed,1.21,5.12,1.16,5.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Gojowczyk P.,37.0,96.0,2.0,1.0,1020.0,559.0,Retired,2.4,1.65,2.1,1.66
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,Hernych J.,32.0,201.0,3.0,0.0,1175.0,244.0,Completed,1.7,2.3,1.61,2.2
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Puetz T.,56.0,183.0,3.0,1.0,809.0,275.0,Completed,1.36,3.48,1.3,3.4
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Ward J.,33.0,103.0,3.0,1.0,1135.0,539.0,Completed,1.24,4.65,1.18,4.5
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Marchenko I.,8.0,144.0,3.0,0.0,4575.0,375.0,Completed,1.05,14.0,1.05,11.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Ilhan M.,4.0,100.0,3.0,0.0,5370.0,553.0,Completed,1.02,22.91,1.02,19.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Haider-Maurer A.,Lokoli L.,79.0,259.0,3.0,1.0,651.0,191.0,Completed,1.51,2.78,1.5,2.5
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Robert S.,58.0,132.0,3.0,0.0,790.0,421.0,Completed,2.35,1.67,2.1,1.66
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Souza J.,86.0,115.0,3.0,0.0,610.0,488.0,Completed,1.24,4.65,1.22,4.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Wang J.,21.0,118.0,3.0,0.0,1685.0,485.0,Completed,1.24,4.64,1.16,5.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Bautista R.,Thiem D.,16.0,40.0,3.0,1.0,2110.0,977.0,Completed,1.48,2.86,1.4,2.75
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Carreno-Busta P.,42.0,52.0,3.0,0.0,964.0,841.0,Completed,1.68,2.34,1.4,2.75
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Haase R.,20.0,83.0,3.0,0.0,1730.0,620.0,Completed,1.2,5.31,1.16,5.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Bedene A.,1.0,116.0,3.0,0.0,11405.0,487.0,Completed,1.01,28.27,1.01,26.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Bellucci T.,10.0,65.0,3.0,1.0,4145.0,753.0,Completed,1.06,11.45,1.05,11.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Bachinger M.,Cuevas P.,142.0,29.0,3.0,0.0,378.0,1227.0,Completed,1.8,2.13,2.0,1.72
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Soeda G.,Ymer E.,92.0,212.0,3.0,2.0,571.0,230.0,Completed,1.93,1.97,1.9,1.8
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Copil M.,Andujar P.,194.0,43.0,3.0,0.0,254.0,950.0,Completed,2.1,1.81,2.25,1.57
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Golubev A.,72.0,73.0,3.0,0.0,693.0,691.0,Completed,1.65,2.4,1.53,2.37
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Stakhovsky S.,Lajovic D.,71.0,68.0,3.0,2.0,699.0,711.0,Completed,1.54,2.66,1.5,2.5
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Janowicz J.,Moriya H.,44.0,146.0,3.0,1.0,925.0,366.0,Completed,1.11,8.04,1.08,8.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Kuznetsov An.,Ramos-Vinolas A.,88.0,61.0,3.0,1.0,595.0,780.0,Completed,1.67,2.36,1.53,2.37
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Becker B.,Benneteau J.,41.0,25.0,3.0,1.0,973.0,1390.0,Completed,3.1,1.43,3.0,1.36
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Lorenzi P.,Dolgopolov O.,64.0,23.0,3.0,0.0,759.0,1455.0,Completed,,,1.66,2.1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Zhang Z.,87.0,187.0,3.0,1.0,595.0,271.0,Completed,1.32,3.72,1.25,3.75
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,Querrey S.,60.0,35.0,3.0,2.0,785.0,1090.0,Completed,1.81,2.11,1.72,2.0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Pouille L.,19.0,117.0,3.0,2.0,1770.0,486.0,Completed,1.22,4.85,1.18,4.5
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Melzer J.,7.0,108.0,3.0,0.0,4660.0,514.0,Completed,1.05,13.0,1.04,13.0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Baghdatis M.,Goffin D.,78.0,22.0,3.0,1.0,658.0,1669.0,Completed,3.12,1.42,3.0,1.36
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Mayer L.,54.0,26.0,3.0,1.0,826.0,1389.0,Completed,1.8,2.13,1.66,2.1
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Sousa J.,Klizan M.,55.0,34.0,2.0,1.0,822.0,1133.0,Retired,2.97,1.45,3.0,1.36
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Duckworth J.,28.0,120.0,3.0,0.0,1350.0,468.0,Completed,1.13,7.04,1.07,9.0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Matosevic M.,6.0,81.0,3.0,0.0,4675.0,628.0,Completed,1.03,18.0,1.03,15.0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Anderson K.,Berankis R.,15.0,85.0,3.0,0.0,2125.0,615.0,Completed,1.34,3.56,1.3,3.4
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Lacko L.,11.0,99.0,3.0,1.0,3645.0,553.0,Completed,1.08,10.15,1.06,10.0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Bolelli S.,2.0,48.0,3.0,1.0,9875.0,864.0,Completed,1.03,18.0,1.02,17.0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Chardy J.,46.0,31.0,3.0,1.0,915.0,1195.0,Completed,2.58,1.57,2.62,1.44
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Sela D.,Rosol L.,106.0,30.0,3.0,1.0,520.0,1210.0,Completed,1.88,2.02,1.72,2.0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,Karlovic I.,53.0,27.0,3.0,1.0,830.0,1365.0,Completed,2.29,1.7,2.2,1.61
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Jaziri M.,Roger-Vasselin E.,75.0,119.0,3.0,2.0,676.0,470.0,Completed,2.66,1.54,2.5,1.5
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Groth S.,Kokkinakis T.,82.0,147.0,3.0,2.0,625.0,361.0,Completed,1.72,2.25,1.61,2.2
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Smyczek T.,3.0,112.0,3.0,2.0,6585.0,502.0,Completed,1.03,20.0,1.02,17.0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Tomic B.,Kohlschreiber P.,66.0,24.0,3.0,1.0,737.0,1415.0,Completed,1.69,2.3,1.66,2.1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Haider-Maurer A.,21.0,79.0,3.0,1.0,1685.0,651.0,Completed,1.16,6.08,1.12,5.5
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Mannarino A.,14.0,36.0,1.0,2.0,2130.0,1043.0,Retired,2.09,1.84,2.0,1.72
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Nieminen J.,Bachinger M.,72.0,142.0,3.0,0.0,693.0,378.0,Completed,2.05,1.86,2.0,1.72
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Dodig I.,5.0,86.0,3.0,1.0,5025.0,610.0,Completed,1.06,12.26,1.06,10.0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Garcia-Lopez G.,Gonzalez A.,37.0,107.0,3.0,0.0,1020.0,519.0,Completed,1.41,3.17,1.4,2.75
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Johnson S.,Giraldo S.,38.0,32.0,3.0,0.0,993.0,1175.0,Completed,1.53,2.71,1.44,2.62
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Pospisil V.,Lorenzi P.,60.0,64.0,3.0,1.0,785.0,759.0,Completed,1.23,4.69,1.16,5.0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Copil M.,4.0,194.0,3.0,0.0,5370.0,254.0,Completed,1.05,13.0,1.04,13.0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Muller G.,Bautista R.,42.0,16.0,3.0,1.0,964.0,2110.0,Completed,2.86,1.48,2.62,1.44
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Kuznetsov An.,1.0,88.0,3.0,0.0,11405.0,595.0,Completed,1.01,23.22,1.01,26.0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Granollers M.,20.0,58.0,3.0,0.0,1730.0,790.0,Completed,1.32,3.73,1.3,3.4
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Stakhovsky S.,10.0,71.0,3.0,1.0,4145.0,699.0,Completed,1.05,14.0,1.04,13.0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Janowicz J.,Monfils G.,44.0,19.0,3.0,2.0,925.0,1770.0,Completed,3.22,1.4,3.25,1.33
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Becker B.,Hewitt L.,41.0,87.0,3.0,2.0,973.0,595.0,Completed,1.88,2.02,1.72,2.0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Soeda G.,33.0,92.0,3.0,0.0,1135.0,571.0,Completed,1.22,4.85,1.16,5.0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Young D.,8.0,56.0,3.0,0.0,4575.0,809.0,Completed,1.08,10.25,1.05,11.0
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Baghdatis M.,11.0,78.0,3.0,2.0,3645.0,658.0,Completed,1.27,4.35,1.2,4.33
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Troicki V.,7.0,54.0,3.0,0.0,4660.0,826.0,Completed,1.19,5.54,1.16,5.0
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Seppi A.,Federer R.,46.0,2.0,3.0,1.0,915.0,9875.0,Completed,23.5,1.02,17.0,1.02
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Sousa J.,6.0,55.0,3.0,0.0,4675.0,822.0,Completed,1.02,23.0,1.02,19.0
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Tomic B.,Groth S.,66.0,82.0,3.0,0.0,737.0,625.0,Completed,1.28,4.19,1.25,3.75
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Anderson K.,Gasquet R.,15.0,28.0,3.0,0.0,2125.0,1350.0,Completed,2.56,1.59,2.5,1.5
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Kyrgios N.,Jaziri M.,53.0,75.0,3.0,0.0,830.0,676.0,Completed,1.2,5.36,1.16,5.0
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Sela D.,3.0,106.0,3.0,0.0,6585.0,520.0,Completed,1.12,7.95,1.1,7.0
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,Becker B.,8.0,41.0,3.0,0.0,4575.0,973.0,Completed,1.08,10.81,1.07,9.0
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Lopez F.,Janowicz J.,14.0,44.0,3.0,0.0,2130.0,925.0,Completed,2.47,1.63,2.25,1.57
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Nieminen J.,4.0,72.0,3.0,0.0,5370.0,693.0,Completed,1.08,10.8,1.07,9.0
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Garcia-Lopez G.,Pospisil V.,37.0,60.0,3.0,0.0,1020.0,785.0,Completed,1.68,2.35,1.57,2.25
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,Johnson S.,5.0,38.0,3.0,1.0,5025.0,993.0,Completed,1.1,9.23,1.08,8.0
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Muller G.,Isner J.,42.0,21.0,3.0,0.0,964.0,1685.0,Completed,2.6,1.57,2.37,1.53
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Verdasco F.,1.0,33.0,3.0,0.0,11405.0,1135.0,Completed,1.05,14.8,1.03,15.0
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Simon G.,10.0,20.0,3.0,1.0,4145.0,1730.0,Completed,1.45,3.04,1.36,3.0
6,Melbourne,Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Tomic B.,7.0,66.0,3.0,0.0,4660.0,737.0,Completed,1.35,3.55,1.3,3.5
6,Melbourne,Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Anderson K.,3.0,15.0,3.0,0.0,6585.0,2125.0,Completed,1.3,4.01,1.3,3.5
6,Melbourne,Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Kyrgios N.,Seppi A.,53.0,46.0,3.0,2.0,830.0,915.0,Completed,1.78,2.19,1.72,2.1
6,Melbourne,Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Dimitrov G.,6.0,11.0,3.0,1.0,4675.0,3645.0,Completed,1.32,3.8,1.28,3.75
6,Melbourne,Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Garcia-Lopez G.,4.0,37.0,3.0,1.0,5370.0,1020.0,Completed,1.08,10.5,1.07,9.0
6,Melbourne,Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Ferrer D.,5.0,10.0,3.0,0.0,5025.0,4145.0,Completed,1.41,3.21,1.4,3.0
